time,true_air,est,door,compressor,filtered_temp,food_proxy,true_food,target,active_rate,confidence,alpha
194,3.03851,4733.64,0,0,3.05768,2.00528,2.00623,4,18.8296,2.00528,1.13e-05
195,3.03949,4740.08,0,0,3.05869,2.00533,2.00628,4,18.8296,2.00533,1.13e-05
196,3.04047,4746.5,0,0,3.04976,2.00539,2.00634,4,18.8296,2.00539,1.13e-05
197,3.04145,4752.92,0,0,3.05157,2.00544,2.00639,4,18.8296,2.00544,1.13e-05
198,3.04242,4759.34,0,0,3.0532,2.00549,2.00644,4,18.8296,2.00549,1.13e-05
199,3.0434,4765.75,0,0,3.04482,2.00554,2.00649,4,18.8296,2.00554,1.13e-05
200,3.04438,4772.15,0,0,3.03235,2.00559,2.00654,4,18.8296,2.00559,1.13e-05
201,3.04535,4778.54,0,0,3.02113,2.00564,2.00659,4,18.8296,2.00564,1.13e-05
202,3.04633,4784.93,0,0,3.00856,2.00569,2.00665,4,18.8296,2.00569,1.13e-05
203,3.0473,4791.31,0,0,2.99725,2.00574,2.0067,4,18.8296,2.00574,1.13e-05
204,3.04827,4797.68,0,0,2.99447,2.00579,2.00675,4,18.8296,2.00579,1.13e-05
205,3.04925,4804.05,0,0,2.98457,2.00584,2.0068,4,18.8296,2.00584,1.13e-05
206,3.05022,4810.41,0,0,2.97566,2.00589,2.00685,4,18.8296,2.00589,1.13e-05
207,3.05119,4816.77,0,0,2.96764,2.00594,2.00691,4,18.8296,2.00594,1.13e-05
208,3.05216,4823.11,0,0,2.96042,2.00598,2.00696,4,18.8296,2.00598,1.13e-05
209,3.05313,4829.46,0,0,2.96624,2.00603,2.00701,4,18.8296,2.00603,1.13e-05
210,3.0541,4835.79,0,0,2.98377,2.00608,2.00706,4,18.8296,2.00608,1.13e-05
211,3.05507,4842.12,0,0,2.99955,2.00613,2.00712,4,18.8296,2.00613,1.13e-05
212,3.05604,4848.44,0,0,3.01375,2.00618,2.00717,4,18.8296,2.00618,1.13e-05
213,3.05701,4854.75,0,0,3.02653,2.00623,2.00722,4,18.8296,2.00623,1.13e-05
214,3.05798,4861.06,0,0,3.03803,2.00628,2.00727,4,18.8296,2.00628,1.13e-05
215,3.05894,4867.36,0,0,3.03609,2.00633,2.00733,4,18.8296,2.00633,1.13e-05
216,3.05991,4873.66,0,0,3.04664,2.00638,2.00738,4,18.8296,2.00638,1.13e-05
217,3.06088,4879.95,0,0,3.05613,2.00644,2.00743,4,18.8296,2.00644,1.13e-05
218,3.06184,4886.23,0,0,3.06713,2.00649,2.00748,4,18.8296,2.00649,1.13e-05
219,3.06281,4892.51,0,0,3.07702,2.00654,2.00754,4,18.8296,2.00654,1.13e-05
220,3.06377,4898.77,0,0,3.09329,2.0066,2.00759,4,18.8296,2.0066,1.13e-05
221,3.06473,4905.04,0,0,3.09812,2.00665,2.00764,4,18.8296,2.00665,1.13e-05
222,3.0657,4911.29,0,0,3.11227,2.00671,2.0077,4,18.8296,2.00671,1.13e-05
223,3.06666,4917.54,0,0,3.12011,2.00676,2.00775,4,18.8296,2.00676,1.13e-05
224,3.06762,4923.78,0,0,3.13207,2.00682,2.0078,4,18.8296,2.00682,1.13e-05
225,3.06858,4930.02,0,0,3.14283,2.00687,2.00785,4,18.8296,2.00687,1.13e-05
226,3.06954,4936.25,0,0,3.15497,2.00693,2.00791,4,18.8296,2.00693,1.13e-05
227,3.0705,4942.47,0,0,3.16834,2.00699,2.00796,4,18.8296,2.00699,1.13e-05
228,3.07146,4948.69,0,0,3.18037,2.00705,2.00801,4,18.8296,2.00705,1.13e-05
229,3.07242,4954.9,0,0,3.1912,2.00711,2.00807,4,18.8296,2.00711,1.13e-05
230,3.07338,4961.1,0,0,3.20095,2.00716,2.00812,4,18.8296,2.00716,1.13e-05
231,3.07434,4967.3,0,0,3.20728,2.00722,2.00817,4,18.8296,2.00722,1.13e-05
232,3.0753,4973.49,0,0,3.21297,2.00728,2.00823,4,18.8296,2.00728,1.13e-05
233,3.07625,4979.67,0,0,3.21074,2.00734,2.00828,4,18.8296,2.00734,1.13e-05
234,3.07721,4985.85,0,0,3.20873,2.0074,2.00833,4,18.8296,2.0074,1.13e-05
235,3.07816,4992.02,0,0,3.20201,2.00746,2.00839,4,18.8296,2.00746,1.13e-05
236,3.07912,4998.19,0,0,3.19596,2.00752,2.00844,4,18.8296,2.00752,1.13e-05
237,3.08007,5004.34,0,0,3.14862,2.00758,2.00849,4,18.8296,2.00758,1.13e-05
238,3.08103,5010.5,0,0,3.10602,2.00763,2.00855,4,18.8296,2.00763,1.13e-05
239,3.08198,5016.64,0,0,3.06767,2.00769,2.0086,4,18.8296,2.00769,1.13e-05
240,3.08293,5022.78,0,0,3.03316,2.00774,2.00865,4,18.8296,2.00774,1.13e-05
241,3.08389,5028.91,0,0,2.99467,2.00779,2.00871,4,18.8296,2.00779,1.13e-05
242,3.08484,5035.04,0,0,2.96004,2.00783,2.00876,4,18.8296,2.00783,1.13e-05
243,3.08579,5041.16,0,0,2.92886,2.00788,2.00882,4,18.8296,2.00788,1.13e-05
244,3.08674,5047.27,0,0,2.90081,2.00792,2.00887,4,18.8296,2.00792,1.13e-05
245,3.08769,5053.38,0,0,2.88298,2.00797,2.00892,4,18.8296,2.00797,1.13e-05
246,3.08864,5059.48,0,0,2.90147,2.00801,2.00898,4,18.8296,2.00801,1.13e-05
247,3.08959,5065.57,0,0,2.91811,2.00806,2.00903,4,18.8296,2.00806,1.13e-05
248,3.09054,5071.66,0,0,2.93799,2.0081,2.00909,4,18.8296,2.0081,1.13e-05
249,3.09148,5077.74,0,0,2.95589,2.00815,2.00914,4,18.8296,2.00815,1.13e-05
250,3.09243,5083.82,0,0,2.96955,2.0082,2.00919,4,18.8296,2.0082,1.13e-05
251,3.09338,5089.89,0,0,2.98183,2.00825,2.00925,4,18.8296,2.00825,1.13e-05
252,3.09432,5095.95,0,0,2.99289,2.0083,2.0093,4,18.8296,2.0083,1.13e-05
253,3.09527,5102,0,0,3.00285,2.00834,2.00936,4,18.8296,2.00834,1.13e-05
254,3.09621,5108.05,0,0,3.0118,2.00839,2.00941,4,18.8296,2.00839,1.13e-05
255,3.09716,5114.1,0,0,3.01986,2.00845,2.00947,4,18.8296,2.00845,1.13e-05
256,3.0981,5120.13,0,0,3.02712,2.0085,2.00952,4,18.8296,2.0085,1.13e-05
257,3.09905,5126.17,0,0,3.03365,2.00855,2.00957,4,18.8296,2.00855,1.13e-05
258,3.09999,5132.19,0,0,3.04198,2.0086,2.00963,4,18.8296,2.0086,1.13e-05
259,3.10093,5138.21,0,0,3.04703,2.00865,2.00968,4,18.8296,2.00865,1.13e-05
260,3.10187,5144.22,0,0,3.03927,2.0087,2.00974,4,18.8296,2.0087,1.13e-05
261,3.10281,5150.23,0,0,3.03228,2.00875,2.00979,4,18.8296,2.00875,1.13e-05
262,3.10375,5156.23,0,0,3.02599,2.0088,2.00985,4,18.8296,2.0088,1.13e-05
263,3.10469,5162.22,0,0,3.02033,2.00885,2.0099,4,18.8296,2.00885,1.13e-05
264,3.10563,5168.21,0,0,3.01031,2.0089,2.00996,4,18.8296,2.0089,1.13e-05
265,3.10657,5174.19,0,0,3.00622,2.00895,2.01001,4,18.8296,2.00895,1.13e-05
266,3.10751,5180.16,0,0,3.00254,2.009,2.01007,4,18.8296,2.009,1.13e-05
267,3.10845,5186.13,0,0,2.99922,2.00905,2.01012,4,18.8296,2.00905,1.13e-05
268,3.10938,5192.09,0,0,2.98144,2.0091,2.01018,4,18.8296,2.0091,1.13e-05
269,3.11032,5198.05,0,0,2.96544,2.00915,2.01023,4,18.8296,2.00915,1.13e-05
270,3.11126,5204,0,0,2.96584,2.00919,2.01029,4,18.8296,2.00919,1.13e-05
271,3.11219,5209.94,0,0,2.98095,2.00924,2.01034,4,18.8296,2.00924,1.13e-05
272,3.11313,5215.88,0,0,3.00438,2.00929,2.0104,4,18.8296,2.00929,1.13e-05
273,3.11406,5221.81,0,0,3.02546,2.00934,2.01045,4,18.8296,2.00934,1.13e-05
274,3.11499,5227.73,0,0,3.04443,2.00939,2.01051,4,18.8296,2.00939,1.13e-05
275,3.11593,5233.65,0,0,3.0615,2.00945,2.01056,4,18.8296,2.00945,1.13e-05
276,3.11686,5239.56,0,0,3.07687,2.0095,2.01062,4,18.8296,2.0095,1.13e-05
277,3.11779,5245.47,0,0,3.09315,2.00955,2.01067,4,18.8296,2.00955,1.13e-05
278,3.11872,5251.37,0,0,3.1078,2.00961,2.01073,4,18.8296,2.00961,1.13e-05
279,3.11965,5257.26,0,0,3.12099,2.00966,2.01078,4,18.8296,2.00966,1.13e-05
280,3.12058,5263.15,0,0,3.13041,2.00972,2.01084,4,18.8296,2.00972,1.13e-05
281,3.12151,5269.03,0,0,3.14134,2.00978,2.01089,4,18.8296,2.00978,1.13e-05
282,3.12244,5274.91,0,0,3.15117,2.00983,2.01095,4,18.8296,2.00983,1.13e-05
283,3.12337,5280.78,0,0,3.15021,2.00989,2.01101,4,18.8296,2.00989,1.13e-05
284,3.1243,5286.64,0,0,3.14443,2.00995,2.01106,4,18.8296,2.00995,1.13e-05
